28,Fireseek {Ordinal~{Dice~1d28}}

;Special2
7,Growfest
28,Planting

;Special2b
7,Growfest {Ordinal~{Dice~1d7}}
28,Planting {Ordinal~{Dice~1d28}}

;Special3
7,Richfest
28,Reaping

;Special3b
7,Richfest {Ordinal~{Dice~1d7}}
28,Reaping {Ordinal~{Dice~1d28}}

;Special4
7,Brewfest
28,Patchwall

;Special4b
7,Brewfest {Ordinal~{Dice~1d7}}
28,Patchwall {Ordinal~{Dice~1d28}}

:WeekdaysGR
1,Starday
2,Sunday
3,Moonday
4,Godsday
5,Waterday
6,Earthday
7,Freeday

# ------------------------------------------------------------------------
# Mystara

:MonthsMY
1,Nuwmont (1st month)
2,Vatermont (2nd month)
3,Thaumont (3rd month)
4,Flaurmont (4th month)
5,Yarthmont (5th month)
6,Klarmont (6th month)
7,Felmont (7th month)
8,Firmont (8th month)
9,Ambyrmont (9th month)
10,Sviftmont (10th month)
11,Eirmont (11th month)
12,Caldmont (12th month)

:Months and DaysMY
1,Nuwmont {Ordinal~{Dice~1d28}}
2,Vatermont {Ordinal~{Dice~1d28}}
3,Thaumont {Ordinal~{Dice~1d28}}
4,Flaurmont {Ordinal~{Dice~1d28}}
5,Yarthmont {Ordinal~{Dice~1d28}}
6,Klarmont {Ordinal~{Dice~1d28}}
7,Felmont {Ordinal~{Dice~1d28}}
8,Firmont {Ordinal~{Dice~1d28}}
9,Ambyrmont {Ordinal~{Dice~1d28}}
10,Sviftmont {Ordinal~{Dice~1d28}}
11,Eirmont {Ordinal~{Dice~1d28}}
12,Caldmont {Ordinal~{Dice~1d28}}

:WeekdaysMY
1,Lunadain
2,Gromdain
3,Tserdain
4,Moldain
5,Nytdain
6,Loshdain
7,Soladin

# ------------------------------------------------------------------------
# Mythosan

:MonthsMYTHO
1,Scordelos
2,Theres
3,Toresk
4,Agahst
5,Halember
6,Klas
7,Darfell
8,Vesmer
9,Malruik
10,Lyhtan
11,Jynval
12,Ramas

:Months and DaysMYTHO
1,Scordelos {Ordinal~{Dice~1d30}}
2,Theres {Ordinal~{Dice~1d31}}
3,Toresk {Ordinal~{Dice~1d30}}
4,Agahst {Ordinal~{Dice~1d30}}
5,Halember {Ordinal~{Dice~1d31}}
6,Klas {Ordinal~{Dice~1d30}}
7,Darfell {Ordinal~{Dice~1d30}}
8,Vesmer {Ordinal~{Dice~1d31}}
9,Malruik {Ordinal~{Dice~1d30}}
10,Lyhtan {Ordinal~{Dice~1d30}}
11,Jynval {Ordinal~{Dice~1d31}}
12,Ramas {Ordinal~{Dice~1d30}}

:WeekdaysMYTHO
1,Yarstahg
2,Selstahg
3,Anostahg
4,Wyertahg
5,Moratahg
6,Gaestahg
7,Taertahg

# ------------------------------------------------------------------------
# Real-World

:MonthsRW
1,January
2,February
3,March
4,April
5,May
6,June
7,July
8,August
9,September
10,October
11,November
12,December

:Months and DaysRW
1,January {Ordinal~{Dice~1d31}}
2,{If~{Dice~1d4}?=4 February {Ordinal~{Dice~1d29}}/February {Ordinal~{Dice~1d28}}}
3,March {Ordinal~{Dice~1d31}}
4,April {Ordinal~{Dice~1d30}}
5,May {Ordinal~{Dice~1d31}}
6,June {Ordinal~{Dice~1d30}}
7,July {Ordinal~{Dice~1d31}}
8,August {Ordinal~{Dice~1d31}}
9,September {Ordinal~{Dice~1d30}}
10,October {Ordinal~{Dice~1d31}}
11,November {Ordinal~{Dice~1d30}}
12,December {Ordinal~{Dice~1d31}}

:WeekdaysRW
1,Monday
2,Tuesday
3,Wednesday
4,Thursday
5,Friday
6,Saturday
7,Sunday
